true_close,predicted_close,return
3709.0,3699.8381,0.0
3701.0,3703.3608,0.0
3695.5,3701.1528,0.0
3697.5,3706.5938,0.0
3701.0,3711.8962,0.0
3704.5,3722.679,0.0
3700.0,3708.457,0.0
3703.5,3697.621,0.0
3707.5,3700.3599,0.0
3707.5,3702.031,0.0
3710.5,3706.3438,0.0
3710.0,3708.3162,0.0
3718.0,3706.1008,0.0
3712.0,3705.732,0.0
3718.5,3705.5002,0.0
3707.5,3706.8237,0.0
3706.0,3703.3972,0.0
3706.5,3710.8774,0.0
3707.0,3706.482,0.0
3707.0,3714.3994,0.0
3705.0,3703.0112,0.0
3705.5,3702.3845,0.0
3708.0,3702.2573,0.0
3709.0,3702.694,0.0
3712.0,3702.6025,0.0
3717.5,3701.137,0.0
3707.0,3699.1104,0.0
3685.0,3700.0579,0.0
3689.5,3701.6245,0.0
3687.5,3703.8784,0.0
3689.0,3708.3723,0.0
3693.0,3702.6252,0.0
3687.5,3696.7107,0.0
3689.5,3690.3855,0.0
3687.5,3688.6162,0.0
3693.5,3690.6506,0.0
3686.5,3690.5046,0.0
3685.0,3691.0637,0.0
3689.5,3689.2678,0.0
3692.0,3686.275,0.0
3691.0,3690.648,0.0
3690.5,3688.6353,0.0
3689.0,3685.5046,0.0
3688.0,3689.121,0.0
3681.0,3689.0972,0.0
3681.0,3700.173,0.0
3680.0,3696.5088,0.0
3681.5,3695.7925,0.0
3683.0,3687.2979,0.0
3683.0,3678.6108,0.0
3684.0,3682.9688,0.0
3690.0,3682.5488,0.0
3684.5,3678.6528,0.0
3688.0,3678.616,0.0
3688.0,3678.7659,0.0
3687.5,3678.3677,0.0
3686.5,3682.919,0.0
3686.5,3676.629,0.0
3682.0,3680.6692,0.0
3680.0,3679.6238,0.0
3680.5,3684.0923,0.0
3669.0,3679.0662,0.0
3665.5,3683.4727,0.0
3663.0,3677.2646,0.0
3671.0,3678.0957,0.0
3670.5,3678.2944,0.0
3669.5,3670.1006,0.0
3664.0,3671.1274,0.0
3667.5,3670.53,0.0
3665.0,3664.8926,0.0
3669.0,3671.7617,0.0
3661.0,3671.7185,0.0
3651.0,3666.6128,0.0
3658.0,3668.2788,0.0
3670.0,3667.3296,0.0
3666.5,3668.8936,0.0
3661.5,3663.4685,0.0
3654.5,3652.4463,0.0
3653.0,3660.396,0.0
3658.0,3661.4807,0.0
3658.0,3667.637,0.0
3659.5,3664.2766,0.0
3658.0,3652.3206,0.0
3667.5,3654.622,0.0
3668.0,3660.1592,0.0
3673.0,3658.0085,0.0
3673.0,3656.544,0.0
3678.5,3656.1226,0.0
3665.5,3663.3193,0.0
3666.0,3669.159,0.0
3665.5,3676.6943,0.0
3671.5,3678.2961,0.0
3671.5,3677.2993,0.0
3671.5,3670.1995,0.0
3670.0,3670.8936,0.0
3667.5,3670.8118,0.0
3664.0,3676.2246,0.0
3662.5,3673.642,0.0
3664.0,3673.2632,0.0
3669.0,3674.2153,0.0
3670.5,3667.6038,0.0
3667.5,3666.8672,0.0
3669.0,3669.3352,0.0
3668.0,3661.0046,0.0
3667.5,3675.216,0.0
3667.5,3675.7458,0.0
3671.0,3671.588,0.0
3671.0,3672.606,0.0
3670.0,3667.8027,0.0
3672.0,3667.5603,0.0
3672.0,3667.4963,0.0
3672.5,3671.1035,0.0
3673.0,3674.8757,0.0
3673.0,3674.492,0.0
3673.0,3673.8997,0.0
3673.5,3678.5098,0.0
3674.0,3675.814,0.0
3674.5,3675.4924,0.0
3677.0,3676.0408,0.0
3675.0,3675.9983,0.0
3675.0,3676.206,0.0
3679.5,3675.0012,0.0
3685.5,3677.1504,0.0
3682.5,3686.1204,0.0
3682.0,3677.5432,0.0
3681.5,3680.2393,0.0
3682.0,3681.8655,0.0
3680.5,3686.4475,0.0
3682.5,3687.1973,0.0
3678.0,3688.7961,0.0
3677.0,3686.4194,0.0
3671.5,3687.0735,0.0
3670.0,3678.9392,0.0
3668.0,3688.3604,0.0
3668.0,3676.6262,0.0
3670.0,3677.843,0.0
3667.0,3672.289,0.0
3673.0,3673.7683,0.0
3678.0,3671.5642,0.0
3678.5,3670.5989,0.0
3668.0,3672.9495,0.0
3685.0,3671.3218,0.0
3692.0,3673.8386,0.0
3678.5,3678.6904,0.0
3679.0,3680.1018,0.0
3675.0,3670.844,0.0
3683.0,3684.7407,0.0
3695.0,3691.8657,0.0
3688.5,3680.7905,0.0
3689.0,3682.8672,0.0
3684.5,3677.7507,0.0
3687.0,3684.2065,0.0
3681.0,3693.7302,0.0
3683.5,3694.464,0.0
3666.5,3686.8828,0.0
3678.5,3683.3118,0.0
3676.0,3688.3862,0.0
3676.0,3680.047,0.0
3679.0,3685.772,0.0
3686.0,3670.411,0.0
3689.5,3673.118,0.0
3693.5,3674.098,0.0
3694.5,3674.3303,0.0
3700.0,3679.7837,0.0
3687.0,3682.5276,0.0
3691.5,3687.3892,0.0
3693.5,3691.8425,0.0
3691.0,3695.6853,0.0
3693.5,3705.274,0.0
3691.5,3693.2166,0.0
3693.5,3690.6208,0.0
3687.5,3697.5522,0.0
3685.5,3694.573,0.0
3687.5,3697.5635,0.0
3684.5,3699.0261,0.0
3681.5,3698.8333,0.0
3684.0,3690.028,0.0
3678.5,3685.472,0.0
3676.5,3688.489,0.0
3684.0,3682.0305,0.0
3671.5,3680.1553,0.0
3672.0,3678.6885,0.0
3672.0,3676.3374,0.0
3677.0,3678.4258,0.0
3678.5,3679.197,0.0
3678.5,3672.067,0.0
3673.5,3674.4297,0.0
3672.0,3675.474,0.0
3675.0,3677.4543,0.0
3676.0,3675.943,0.0
3677.0,3677.3103,0.0
3680.0,3674.7964,0.0
3676.5,3673.0955,0.0
3682.5,3672.2798,0.0
3680.5,3671.7417,0.0
3676.5,3672.1594,0.0
3679.0,3672.9707,0.0
3679.0,3673.4146,0.0
3678.5,3679.6108,0.0
3676.0,3676.7144,0.0
3675.5,3673.883,0.0
3674.0,3675.4834,0.0
3674.0,3675.4026,0.0
3672.5,3675.1912,0.0
3669.5,3674.6567,0.0
3669.0,3674.1233,0.0
3670.5,3673.4907,0.0
3671.5,3672.813,0.0
3676.5,3672.8318,0.0
3681.0,3672.443,0.0
3688.0,3670.1729,0.0
3679.0,3671.889,0.0
3679.5,3673.9756,0.0
3683.0,3675.7373,0.0
3684.5,3678.7883,0.0
3689.0,3682.3274,0.0
3689.0,3676.2563,0.0
3687.0,3677.2234,0.0
3677.0,3679.838,0.0
3684.0,3677.983,0.0
3686.0,3685.0195,0.0
3677.0,3684.6663,0.0
3678.5,3680.1594,0.0
3678.0,3669.9175,0.0
3683.0,3677.0156,0.0
3683.0,3682.8186,0.0
3682.5,3670.352,0.0
3686.5,3673.5728,0.0
3695.0,3676.337,0.0
3688.5,3682.9348,0.0
3688.5,3679.8096,0.0
3687.0,3680.2368,0.0
3687.5,3684.0178,0.0
3687.5,3694.3003,0.0
3685.5,3692.033,0.0
3684.5,3685.6777,0.0
3685.0,3684.4639,0.0
3685.5,3684.322,0.0
3685.5,3684.3267,0.0
3684.0,3683.1882,0.0
3688.0,3686.162,0.0
3693.0,3685.9375,0.0
3695.0,3681.8313,0.0
3697.0,3683.6755,0.0
3690.0,3679.6519,0.0
3697.0,3682.3472,0.0
3702.5,3686.4949,0.0
3706.5,3688.7732,0.0
3720.5,3693.5134,0.0
3717.5,3692.0317,0.0
3715.5,3698.844,0.0
3715.0,3696.2493,0.0
3718.0,3703.939,0.0
3716.0,3729.0388,0.0
3713.5,3712.7175,0.0
3711.0,3712.606,0.0
3707.5,3711.127,0.0
3709.0,3709.2063,0.0
3709.0,3708.0425,0.0
3714.0,3700.5383,0.0
3713.5,3706.2354,0.0
3713.5,3705.9053,0.0
3710.0,3707.5293,0.0
3710.0,3707.2893,0.0
3709.5,3706.5132,0.0
3709.5,3703.8008,0.0
3651.0,3704.5671,0.0
3624.0,3707.901,0.0
3657.5,3709.174,0.0
3647.0,3704.527,0.0
3647.0,3703.9473,0.0
3662.5,3691.3079,0.0031498219665844975
3659.5,3654.4119,0.009795805739514349
3656.5,3658.1008,0.0
3665.0,3666.263,0.004935563476830271
3658.0,3667.7468,0.003016177680285166
3668.5,3665.5486,0.0
3677.5,3668.443,0.0
3665.0,3671.1946,0.0
3674.0,3673.0269,0.0
3669.5,3673.8384,0.0
3671.5,3677.5652,0.0
3681.0,3689.6777,0.0
3672.0,3676.3196,0.0
3664.0,3685.8975,0.0
3669.0,3686.0615,0.0
3669.5,3695.1462,-0.0005447364837259975
3653.0,3700.4412,-0.007606628633523499
3655.0,3680.0334,0.0
3650.0,3676.9045,0.0
3655.5,3682.3792,0.0
3661.0,3663.71,0.0
3661.5,3655.4077,0.0
3666.5,3655.9272,0.0
3652.0,3648.5935,0.0
3653.0,3655.965,0.0
3644.0,3660.2861,0.0
3636.5,3655.0068,0.0
3633.0,3659.501,0.0
3641.5,3649.7727,0.0
3642.0,3653.08,0.0
3626.5,3646.9895,0.0
3631.0,3642.183,0.0
3630.0,3636.6626,0.0
3636.0,3640.2036,0.0
3638.0,3646.537,0.0
3647.5,3638.4424,0.0
3643.5,3649.5083,0.003442577802258331
3639.0,3630.3557,0.0
3643.5,3641.1619,0.0
3645.0,3639.161,0.0
3644.0,3647.06,0.0
3639.0,3652.6208,0.0
3651.5,3647.6838,0.0
