true_close,predicted_close,return
6670.5,6678.5117,0.0
6665.0,6656.967,0.0
6666.5,6669.433,0.0
6660.0,6673.8945,0.0
6665.5,6668.566,0.0
6668.5,6671.1636,0.0
6672.0,6661.212,0.0
6670.5,6644.142,0.0
6670.0,6660.4893,0.0
6679.0,6645.3784,0.0
6683.0,6662.544,0.0
6675.0,6663.354,0.0
6679.5,6661.775,0.0
6685.0,6661.775,0.0
6680.5,6665.653,0.0
6680.5,6666.0435,0.0
6689.0,6670.263,0.0
6677.0,6666.222,0.0
6671.5,6677.061,0.0
6670.0,6673.283,0.0
6665.0,6675.134,0.0
6344.0,6679.3027,0.0
6332.0,6667.8076,0.0
6340.0,6664.015,0.0
6328.0,6663.7534,0.0
6329.0,6662.171,0.0
6320.5,6565.4277,-0.0037042875157629255
6325.0,6336.3013,0.0
6335.0,6354.9126,0.0
6335.5,6335.805,0.0
6347.0,6332.9033,0.0
6337.5,6333.7793,0.0
6333.5,6347.1997,0.0
6326.0,6347.471,0.0
6321.5,6326.089,0.0
6323.5,6342.098,0.0
6333.5,6349.331,0.0
6332.5,6316.1846,0.0
6332.0,6315.223,0.0
6332.5,6314.0386,0.0
6324.5,6318.655,0.0
6324.5,6325.1206,0.0
6320.0,6314.855,0.0
6332.0,6314.855,0.0
6325.0,6315.1157,0.0
6318.0,6313.142,0.0
6321.0,6327.5503,0.0
6316.5,6326.836,0.0
6324.5,6336.652,0.0
6318.0,6326.7754,0.0
6324.0,6326.7754,0.0
6325.0,6330.1533,0.0
6324.0,6326.836,0.0
6310.5,6333.732,0.0
6318.0,6326.7754,0.0
6306.5,6331.9736,0.0
6304.0,6327.578,0.0
6301.0,6327.5503,0.0
6278.0,6322.712,0.0
6276.0,6333.742,0.0
6300.0,6326.069,0.0
6322.5,6299.135,0.0
6318.5,6299.013,0.0
6320.5,6282.014,0.0
6324.0,6291.553,0.0
6332.0,6306.0312,0.0
6335.5,6299.249,0.0
6331.0,6321.2505,0.0
6338.5,6322.344,0.0
6340.5,6323.5103,0.0
6361.5,6318.9062,0.0
6357.5,6323.0947,0.0
6327.0,6320.795,0.0
6312.5,6327.0786,0.0
6306.0,6324.0444,0.0
6298.5,6337.826,0.0
6288.5,6365.267,0.0
6272.0,6352.3843,0.0
6285.5,6314.9863,0.0
6290.0,6320.158,0.0
6284.0,6297.4824,0.0
6283.0,6297.4824,0.0
6297.5,6285.8545,0.0
6268.0,6303.3955,0.0
6269.5,6287.209,0.0
6264.5,6286.7627,0.0
6264.0,6286.789,0.0
6261.5,6295.4653,0.0
6260.0,6276.5625,0.0
6255.5,6273.534,0.0
6256.0,6272.577,0.0
6250.0,6273.1504,0.0
6242.0,6272.866,0.0
6254.0,6272.998,0.0
6260.5,6272.4414,0.0
6271.5,6248.8906,0.0
6279.5,6248.5366,0.0
6280.0,6247.9023,0.0
6273.0,6254.853,0.0
6285.0,6244.1216,0.0
6285.0,6276.707,0.0
6303.5,6275.73,0.0
6305.0,6272.9844,0.0
6315.0,6271.3267,0.0
6306.0,6274.079,0.0
6300.5,6268.228,0.0
6298.0,6289.1304,0.0
6318.0,6279.1597,0.0
6319.5,6290.9272,0.0
6316.5,6318.7944,0.0
6319.5,6292.2026,0.0
6320.5,6285.3296,0.0
6330.0,6302.041,0.0
6325.0,6325.1807,0.0
6338.0,6312.0586,0.0
6342.5,6313.0674,0.0
6349.5,6312.355,0.0
6356.0,6323.305,0.0
6328.5,6325.877,0.0
6333.0,6326.0386,0.0
6322.5,6320.865,0.0
6327.5,6322.498,0.0
6350.0,6364.327,0.0
6369.0,6349.862,0.0
6365.0,6330.0605,0.0
6358.0,6321.909,0.0
6370.5,6333.6777,0.0
6373.0,6345.2075,0.0
6375.0,6374.913,0.0
6367.0,6359.8877,0.0
6365.0,6358.515,0.0
6365.5,6367.717,0.0
6369.0,6366.991,0.0
6369.0,6365.302,0.0
6369.0,6373.493,0.0
6370.0,6363.1978,0.0
6371.0,6363.4727,0.0
6369.0,6366.1504,0.0
6369.5,6363.5195,0.0
6369.0,6363.5195,0.0
6367.5,6363.5586,0.0
6369.5,6363.6807,0.0
6370.0,6363.12,0.0
6379.5,6362.632,0.0
6384.0,6362.437,0.0
6383.0,6362.1313,0.0
6384.5,6362.515,0.0
6380.5,6362.2734,0.0
6382.5,6368.8345,0.0
6380.5,6378.196,0.0
6379.0,6376.5083,0.0
6372.5,6377.26,0.0
6368.5,6375.01,0.0
6367.5,6375.3286,0.0
6372.0,6374.9014,0.0
6370.0,6373.3604,0.0
6370.0,6371.2046,0.0
6381.5,6359.6133,0.0
6380.0,6359.114,0.0
6389.0,6364.675,0.0
6380.5,6360.2446,0.0
6405.0,6360.817,0.0
6420.0,6370.099,0.0
6401.5,6373.049,0.0
6390.5,6380.3564,0.0
6385.0,6374.2446,0.0
6378.0,6397.3403,0.0
6379.0,6401.47,0.0
6378.0,6398.185,0.0
6364.0,6388.5757,0.0
6363.5,6374.567,0.0
6339.0,6371.139,0.0
6321.0,6375.327,0.0
6323.0,6369.874,0.0
6309.5,6366.7188,0.0
6305.5,6357.0693,0.0
6313.0,6348.612,0.0
6290.0,6319.1045,0.0
6302.0,6325.9243,0.0
6307.5,6320.7793,0.0
6310.0,6324.918,0.0
6319.5,6298.577,0.0
6318.0,6310.5073,0.0
6310.5,6301.5273,0.0
6306.5,6295.866,0.0
6324.0,6288.3657,0.0
6319.0,6326.189,0.0
6321.0,6312.109,0.0
6318.5,6312.774,0.0
6303.0,6313.93,0.0
6302.0,6295.796,0.0
6295.0,6320.2114,0.0
6293.0,6312.5015,0.0
6303.0,6311.495,0.0
6293.0,6298.466,0.0
6295.0,6293.4077,0.0
6304.0,6292.353,0.0
6318.5,6288.945,0.0
6319.0,6300.283,0.0
6324.5,6272.847,0.0
6325.5,6286.741,0.0
6318.0,6291.6636,0.0
6321.0,6298.6406,0.0
6314.0,6317.1006,0.0
6313.0,6311.711,0.0
6296.0,6310.1953,0.0
6313.5,6308.05,0.0
6313.0,6316.996,0.0
6311.0,6312.9673,0.0
6306.5,6313.231,0.0
6315.5,6306.615,0.0
6313.0,6296.3184,0.0
6316.0,6321.342,0.0
6318.0,6320.6084,0.0
6316.0,6320.36,0.0
6316.0,6293.9473,0.0
6320.5,6320.974,0.0
6314.0,6325.3833,0.0
6312.0,6323.383,0.0
6313.0,6317.681,0.0
6308.0,6315.4126,0.0
6309.0,6327.205,0.0
6308.0,6320.93,0.0
6334.5,6320.8257,0.0
6334.0,6313.373,0.0
6340.5,6320.464,0.0
6332.5,6294.978,0.0
6334.5,6294.95,0.0
6322.0,6320.068,0.0
6313.0,6326.8364,0.0
6314.0,6324.3853,0.0
6316.0,6319.3105,0.0
6316.5,6320.545,0.0
6335.0,6316.428,0.0
6334.0,6319.648,0.0
6330.0,6313.2104,0.0
6329.0,6311.2295,0.0
6329.0,6313.2676,0.0
6325.5,6340.1646,0.0
6339.5,6326.3877,0.0
6341.5,6324.7544,0.0
6337.5,6325.0117,0.0
6340.0,6325.323,0.0
6336.0,6322.4443,0.0
6337.0,6336.527,0.0
6339.0,6326.713,0.0
6334.5,6326.214,0.0
6337.5,6328.4023,0.0
6333.5,6324.084,0.0
6337.5,6324.6455,0.0
6335.0,6325.436,0.0
6336.5,6322.8955,0.0
6335.5,6327.121,0.0
6335.0,6322.385,0.0
6336.0,6327.5615,0.0
6340.0,6322.9927,0.0
6342.0,6324.546,0.0
6340.0,6323.423,0.0
6340.0,6323.423,0.0
6342.0,6323.462,0.0
6344.0,6328.1714,0.0
6343.5,6325.67,0.0
6354.5,6324.1035,0.0
6353.5,6324.507,0.0
6353.0,6325.3584,0.0
6347.0,6325.3584,0.0
6346.5,6325.1167,0.0
6348.0,6334.5522,0.0
6350.0,6358.6484,0.0
6348.0,6358.6484,0.0
6350.0,6356.7397,0.0
6344.0,6358.18,0.0
6345.5,6330.026,0.0
6345.5,6362.38,0.0
6351.0,6361.593,0.0
6351.0,6362.38,0.0
6350.0,6354.3975,0.0
6347.5,6328.948,0.0
6350.0,6328.909,0.0
6350.0,6333.1045,0.0
6349.0,6362.138,0.0
6348.5,6357.223,0.0
6346.5,6355.099,0.0
6346.5,6358.5894,0.0
6347.0,6361.8228,0.0
6349.0,6361.6807,0.0
6356.0,6360.999,0.0
6354.0,6360.1094,0.0
6350.0,6328.5303,0.0
6348.5,6328.5635,0.0
6368.5,6363.337,0.0
6341.5,6367.6484,0.0
6338.0,6356.82,0.0
6338.0,6355.002,0.0
6331.0,6360.614,0.0
6347.0,6377.817,0.0
6347.0,6352.042,0.0
6350.0,6324.65,0.0
6347.5,6325.1963,0.0
6352.5,6324.383,0.0
6362.0,6338.9053,0.0
6360.0,6356.043,0.0
6346.5,6358.7437,0.0
6336.0,6354.4414,0.0
6338.0,6358.878,0.0
6332.5,6369.036,0.0
6333.0,6363.288,0.0
6330.0,6353.9385,0.0
6327.0,6323.9033,0.0
6337.0,6326.448,0.0
6338.0,6324.548,0.0
6335.0,6325.0415,0.0
6336.5,6319.271,0.0
6334.0,6319.271,0.0
6336.0,6328.893,0.0
6334.0,6320.7593,0.0
6336.0,6320.726,0.0
6335.0,6321.184,0.0
6339.5,6320.726,0.0
6336.0,6321.3867,0.0
6343.0,6320.726,0.0
6342.5,6321.3867,0.0
6348.0,6321.1562,0.0
6344.0,6326.055,0.0
6341.5,6320.5415,0.0
6348.0,6329.044,0.0
6341.0,6323.177,0.0
6337.5,6328.2783,0.0
6337.5,6355.217,0.0
6332.5,6322.797,0.0
6340.0,6329.172,0.0
6338.5,6354.106,0.0
6339.5,6325.9307,0.0
6337.0,6321.1562,0.0
6338.5,6319.7964,0.0
6348.0,6333.9053,0.0
6353.5,6321.6055,0.0
6347.5,6322.8354,0.0
6353.0,6320.726,0.0
6351.5,6321.6436,0.0
6350.0,6330.182,0.0
6356.0,6360.9795,0.0
6354.0,6356.525,0.0
6351.5,6360.689,0.0
6359.0,6357.46,0.0
6356.0,6362.1753,0.0
6355.0,6366.3457,0.0
6353.0,6362.141,0.0
6362.0,6361.6885,0.0
6356.0,6367.5703,0.0
6358.5,6362.145,0.0
6375.0,6361.7803,0.0
6372.0,6361.6665,0.0
6370.5,6367.183,0.0
6369.0,6361.226,0.0
6361.5,6364.491,0.0
6371.5,6377.6533,0.0
6375.0,6373.5215,0.0
6373.0,6362.7324,0.0
6367.0,6362.421,0.0
6372.0,6360.349,0.0
